source_center,destination_center,avg_actual_time,avg_osrm_time,trip_count,delay_ratio
IND181201AAB,IND181152AAB,100.91666666666667,18.625,24,5.41834451901566
IND184104AAA,IND160002AAC,228.9787234042553,134.5531914893617,47,1.7017710309930423
IND184104AAA,IND181152AAA,80.08333333333333,54.0,12,1.4830246913580245
IND184104AAA,IND181152AAB,75.5,54.0,8,1.3981481481481481
IND184104AAA,IND184121AAA,43.166666666666664,30.666666666666668,6,1.4076086956521738
IND184121AAA,IND160002AAC,262.4923076923077,145.3846153846154,65,1.8055026455026455
IND184121AAA,IND184104AAA,40.0,29.666666666666668,6,1.348314606741573
IND201001AAA,IND201007AAA,40.714285714285715,13.571428571428571,7,3.0
IND201001AAC,IND000000ACB,94.44444444444444,56.55555555555556,9,1.6699410609037328
IND201001AAC,IND110037AAM,46.0,30.625,8,1.5020408163265306
IND201007AAA,IND201001AAA,18.166666666666668,12.0,6,1.513888888888889
IND201007AAA,IND245101AAA,67.5,30.8,10,2.1915584415584415
IND201007AAA,IND245304AAA,60.13636363636363,24.931818181818183,44,2.412032816773017
IND201007AAB,IND110044AAB,42.333333333333336,27.066666666666666,30,1.564039408866995
IND201007AAB,IND201301AAF,47.4,15.8,10,2.9999999999999996
IND201204AAA,IND250002AAA,38.333333333333336,22.333333333333332,6,1.7164179104477615
IND201301AAD,IND110037AAM,128.33333333333334,25.833333333333332,6,4.967741935483872
IND201301AAF,IND201304AAA,31.875,16.125,16,1.9767441860465116
IND201301AAF,IND203205AAA,74.21052631578948,40.23684210526316,38,1.8443427076520604
IND201301AAL,IND201301AAF,38.0,20.916666666666668,24,1.8167330677290836
IND201301AAL,IND201307AAA,20.9,16.7,10,1.251497005988024
IND201301AAM,IND000000ACB,95.10144927536231,49.130434782608695,207,1.935693215339233
IND201304AAA,IND201301AAF,35.06896551724138,13.89655172413793,29,2.523573200992556
IND201306AAA,IND201301AAF,47.75,16.625,16,2.8721804511278197
IND201307AAA,IND201301AAL,25.25862068965517,17.46551724137931,58,1.4461994076999012
IND202001AAB,IND110037AAM,187.0,87.0,6,2.1494252873563218
